Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRatio,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,id,AreaPerimeterRatio,AxisRatio,RoundnessCompactness,ShapeIndex,SolidityDeficit,EquivDiameterMajorRatio
-1.4095821736327463,-1.238506872539016,-0.8882469915199077,-2.3011948535884614,1.7954545599434526,1.365647413702946,-1.3973907173799622,-1.6025987820804408,-1.0881722450345477,-1.1516817667405033,-1.4397404109049545,-1.5764975294338208,2.5356804643000417,-0.23238765933125166,-1.5210033042988915,-0.31351046540279043,3,0,-2.1787856397064944,-1.443739759861678,-1.550771156751083,0.6357338608175958,1.1516817667405082,-1.42744182858557
-0.7263258419857723,-0.6806377745957618,-0.5357929227374685,-0.9004395407285097,0.2147092760503568,0.43303707689757037,-0.7303255920843041,-0.7153176794146974,-1.4332321285906315,0.8891393615611235,0.24276675618007096,-0.29155994264667423,0.8924737815515864,0.046526943042915485,-0.32513113184948045,0.7628402846342294,3,1,-0.7660598330929411,-0.28309266700960467,-0.07784384317805401,0.3170020344164278,-0.8891393615611186,-0.2024236050767035
-0.6477582697181721,-0.6292057259680298,-0.5632505572459559,-0.6401753139132424,-0.16785223714991562,0.07525758584663571,-0.6522609014122617,-0.6241892099381745,0.33519331225827614,0.8449648636543239,0.4397542372238406,0.07066950330255709,0.5705641410283208,0.2400365448661902,0.03485612095087911,0.1984598050833021,6,2,-0.6100010442354481,0.07805153552718028,0.2291941925260259,0.3598153546821728,-0.844964863654319,0.132589084213462
1.7276491417206468,1.4116453659013448,1.5443816563733261,1.2487865844376311,1.1082699431119452,1.039944232002994,1.7088444659586919,1.579034402612584,1.2219879504899873,0.19955250602902683,-0.6680342821439548,-1.090473223291431,-1.1181307240471607,-1.281277957084753,-1.0835483902857435,-1.0899234614899658,2,3,1.9309658694492609,-0.9871382632426495,-0.9515957053695949,-1.3012944817726362,-0.19955250602902191,-0.9413091088685388
-0.8857452364246285,-0.9910849927061013,-1.1738756168344686,-0.2575164817384651,-1.6751722888890446,-2.1640868882392192,-0.8897358777061333,-0.9060964768062303,0.47771415175504806,1.15235000025119,1.6039367966761033,1.969406997121354,0.11416687245759252,2.103240947018083,2.0863620345117604,1.189824797998585,5,4,-0.7681947885363769,2.046056504327268,2.0015798729518104,1.6626610989932724,-1.152350000251185,1.8886615437380905
-0.0681962592790113,-0.053836030330851735,0.09010112101529032,-0.20935247841902924,0.4988986620900452,0.6553787182997647,-0.07627992820826622,-0.0006305925493029108,1.0510832031236472,0.5880536940632767,0.03270109819716819,-0.5600598595755836,0.0817697544236896,-0.5089655669418195,-0.5854789467903747,0.25301616494600226,6,5,0.11040044252867938,-0.5262055716706131,-0.33223128822813974,-0.4355091135163513,-0.5880536940632718,-0.4507493009870379
0.3267133635995149,0.5114264246026389,0.08371377040315454,0.6837559172244553,-0.4588271873690533,-0.2548463394565914,0.3361245317196217,0.3848600904085983,0.5484042501545384,-1.4009215798361483,-1.3952195936643694,0.3804724813912505,-0.7301775289626975,-0.13406774070404692,0.3507202602778212,0.3079415556950835,0,6,0.2543579593058041,0.3828196613199579,-0.5221011877192565,-0.42954358687492455,1.4009215798361532,0.4191144619822503
0.039057242011242194,0.21216673100425407,0.5949525220401285,-0.6198847187634583,1.9920950494276253,1.4432742595519137,0.03610406276589492,0.10681004084444352,1.1367223239350523,-0.05215574085566688,-1.0797254224591397,-1.7176938559075798,0.5670480022185579,-1.144870594010345,-1.6446956306468377,-0.8013489511167551,4,7,-0.009951196283345627,-1.5396064206935287,-1.468921845619343,-0.830683018465871,0.05215574085567178,-1.5214023985247316
0.5009006992759593,0.5793420232413894,0.8737162602856539,-0.06624751918699792,1.6680075219849149,1.3120194160867986,0.48652535003907366,0.5467497238500515,0.8988001995015255,0.6756113952381319,-0.9857056608489725,-1.4926694433218077,-0.049206192387205944,-1.1794942440720095,-1.4468444138636087,-0.5467505911959748,4,8,0.5572379860532976,-1.3507234405132806,-1.3090505644057242,-0.9978822205626681,-0.675611395238127,-1.3132855972559858
0.5871709747070498,0.7467754741685322,1.1618864355893992,-0.2514240882599762,2.2377489418164376,1.6007191692585678,0.5779219692048071,0.6252774658972884,-2.8070806469939225,0.15791586801847973,-1.5156626449375368,-1.9955338519909356,0.13764266181937615,-1.4121146916174943,-1.8836302154931281,-0.32561986818915656,4,9,0.5161236051567061,-1.7797708810769914,-1.797962195773618,-1.1428630349942646,-0.15791586801847482,-1.7783663900531939
